,sentence,label,score
1236,2 Multiple sources are used to consider these uncertainties and variables.,Governance - Systemic_Risk_Management,0.4019331932067871
1237,"IPCC AR6 is one of the primary sources, but also includes sources for specific hazards such as flooding and water stress and drought, including WRI Aqueduct and  Fathom-Global 2.0.",Environmental - Water_And_Wastewater_Management,0.970255970954895
1238,79 Pfizer 2022 ESG Report Appendix eS Pfizer  — Continued  Risk Management  Pfizer's strategy for managing climate-related risks and  opportunities includes our ambitious 2040 Net-Zero target  covering our operations and entire value chain.,Environmental - Physical_Impacts_Of_Climate_Change,0.64323490858078
1239,"Measures we  take to mitigate climate-related risks include:  * Operational emissions reductions - To achieve our  public goals for GHG emission reductions, Pfizer has  implemented numerous efficiency improvements to  our operations.",Environmental - GHG_Emissions,0.9570372104644777
1240,"We look for opportunities to design  environmental sustainability attributes into new facility  or renovation projects, replace equipment at end of life  with energy-efficient alternates, and invest in no / low  carbon technologies at our sites and in programs that  enable sourcing of clean energy from renewable sources  (for example, our North American solar virtual power  purchase agreement is described on page 23 of our ESG  report).",Environmental - Energy_Management,0.9777573943138124
1241,We are a member of Renewable Energy 100  (RE100) and we have a goal to achieve 80% renewable  electricity by 2025 and 100% by 2030.,Environmental - Energy_Management,0.9689449667930604
1242,We are currently  working to develop site-specific emissions reduction  plans to achieve our near-term (2030) and Net Zero  (2040) targets.,Environmental - GHG_Emissions,0.5170850157737732
1243,* Research and innovation in green chemistry - Pfizer has  a long history of using the concepts of green chemistry  and promoting them across our industry.,Governance - Product_Design_And_Lifecycle_Management,0.7616726160049438
1244,Through  scientific innovation we aim to design more efficient  processes that can reduce the environmental impact  of our medicines throughout the product life cycle.,Governance - Product_Design_And_Lifecycle_Management,0.9632705450057985
1245,"To  support environmental footprint reduction efforts, Pfizer  is conducting representative life cycle assessments  (LCAs) for small molecules, large molecules, vaccines,  and devices.",Governance - Product_Design_And_Lifecycle_Management,0.3234739899635315
1246,"Guided by these assessments, we are  working to define environmental sustainability criteria  across the product lifecycle.",Governance - Product_Design_And_Lifecycle_Management,0.9619107246398926
1247,* Loss Prevention and Business Continuity programs -  Pfizer's primary controls for the management of acute  and chronic physical risks are our infrastructure and  systems.,Governance - Systemic_Risk_Management,0.718449056148529
1248,Many of our facilities are located in areas  with limited exposure to physical risks and we have  robust processes in place to identify and mitigate  80 Pfizer 2022 ESG Report potential vulnerabilities.,Governance - Systemic_Risk_Management,0.885391116142273
1249,"Through our Loss Prevention  and Business Continuity programs we maintain plans  to minimize business disruption, including alternative  sourcing options and buffer inventory (depending on  product).",Governance - Product_Design_And_Lifecycle_Management,0.7720333337783813
1250,Pfizer maintains resources for assessing and  establishing business continuity arrangements such as  the activation of alternative supply chains.,Social - Supply_Chain_Management,0.9555982947349548
1251,"Supply chain  and business continuity professionals are retained as  staff and consultants to ensure these plans are updated  at least annually, exercised at least annually, and key  colleagues on site are trained on their content and  implementation.",Social - Supply_Chain_Management,0.941035807132721
1252,* Working and engaging our suppliers - As part of our  Net-Zero goal we aim to use our influence to catalyze  ambitious GHG emissions reductions across our value  chain.,Environmental - GHG_Emissions,0.9646111726760864
1253,"We are implementing a multipronged approach,  including embedding environmental sustainability  criteria in our vendor selection processes, strengthening  expectations within contracts, and engaging with key  suppliers of goods and services to drive at least 64% by  spend to adopt science based GHG emission reduction  goals (SBT goals) by 2025.",Environmental - GHG_Emissions,0.9605175256729126
1254,"Pfizer is part of Energize,  a collaboration between 10 global pharmaceutical  companies that provides pharmaceutical suppliers, some  of which may not otherwise have the internal resources  or expertise available, the opportunity to participate  in the market for power purchase agreements.",Social - Supply_Chain_Management,0.6176016926765442
1255,"We are  also members of Activate, a collective action initiative  supporting the decarbonization of active pharmaceutical  ingredient supply chains.",Social - Supply_Chain_Management,0.8044347763061523
1256,Metrics & Targets  Pfizer calculates Scope 1 and 2 emissions in accordance with  the GHG Protocol (revised edition).,Environmental - GHG_Emissions,0.9681784510612488
1257,Our 2019-2021 GHG data  (including Scope 3 categories 1-8 and 15) was independently  assured pursuant to ISAE 3000 (revised) by ERM-CVS and  verification of 2022 data is underway.,Environmental - GHG_Emissions,0.9601980447769164
1258,"Emissions are reported  annually in our CDP response and are broken down by type,  country, and business division.",Environmental - GHG_Emissions,0.8471500873565674
1259,"We also track metrics relative  to our business continuity and disaster recovery programs  (e.g., number of supplier assessments completed; sites  Appendix with fully implemented plans for the management of risk  associated with natural perils such as flooding and severe  weather, noting it is not possible to state with certainty  whether individual weather events are a result of climate  change).",Environmental - Physical_Impacts_Of_Climate_Change,0.9268447756767272
1260,"Pfizer discloses our Scope 1, Scope 2 and Scope 3 emissions  annually through our CDP submittal and publishes our Scope  1 + 2 emissions in our ESG Report (formerly in our Annual  Review) and on our website.",Environmental - GHG_Emissions,0.8028127551078796
1261,"We have achieved three consecutive GHG reduction goals  (2000-2007, 2007-2012, and 2012-2020) and have reduced our  GHG emissions over 60% since 2000.",Environmental - GHG_Emissions,0.967702567577362
1262,We remain committed  to ambitious long-term actions and have announced our  ambition to achieve the Science Based Target initiative's  voluntary Net-Zero standard by 2040.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.5153349041938782
1263,"As part of the  commitment, Pfizer aims to decrease our GHG emissions by  95% and value chain emissions by 90% from 2019 levels by  2040 through accelerating the transition away from fossil  fuels and engaging suppliers to catalyze equivalent action.",Environmental - GHG_Emissions,0.966361165046692
1264,"In 2020, after achieving our third generation GHG emission  reduction goal, Pfizer set a new goal to reduce Scope 1 & 2  GHG emissions 46% by 2030 from a 2019 baseline and, by  2025, advancing goals to reduce emissions in three Scope  3 categories.",Environmental - GHG_Emissions,0.9597565531730652
1265,This includes catalyzing 64% of suppliers of  goods and services by spend to set science-based emission  reduction goals and reducing emissions related to upstream  logistics by 10% and business travel by 25% by 2025 from a  2019 baseline.,Environmental - GHG_Emissions,0.4957374334335327
