esg_text,labels
"$0.3  Appendix Total worldwide $1.2  Supplier RBA full audits and re-audits by country Full audit Re-audit Total  Brazil 2 2 4  Bulgaria 0 1 1  Chile 5 4 9  China 22 15 37  Columbia 0 1 1  Czech Republic 2 1 3  Germany 3 1 4  Greece 1 ie) 1  Hungary 1 1 2  India 9 5 14  Italy 2 0 2  Japan 4 1 5  Korea 1 1 2  Malaysia 3 1 4  Mexico 10 5 15  Philippines 3 2 5  Romania 1 2 3  Singapore 3 1 4  Taiwan 5 3 8  Thailand 3 0 3  UAE 1 1 2  United States 1 0 1  Total 82 48 130  IBM 2023  ESG Report 67  Governance  Social  Environment  Appendix  IBM 2023  ESG Report Labor - Management systems  Health & safety - Management systems  Emergency preparedness  Working hours  Ethics  Occupational safety  Environmental management systems  Freely chosen employment  Wages and benefits  Occupational injury and illness  Improved nonconformance rates from re-audits  Working hours (Lab)  Emergency preparedness (H&S)  Occupational safety (H&S)  Freely chosen employment (Lab)  Wages and benefits (Lab)  Occupational injury and illness (H&S)  Non-discrimination (Mgt)  Audits and assessments (Mgt)  Management accountability and responsibility (Mgt)  Legal and customer requirements Priority & major nonconformance  11.7%  10.7%  8.3%  5.7%  7.1%  6.0%  5.7%  3.0%  3.5%  2.6%  Full audits  15.3%  10.9%  7.0%  6.2%  5.6%  4.9%  A1%  3.3%  2.9%  2.7% 2023  Minor nonconformance  0.8%  1.2%  2.1%  4.4%  0.0%  0.2%  0.0%  1.7%  1.0%  0.4%  Re-audits  74%  0.6%  0.6%  0.6%  2.1%  0.0%  0.2%  0.6%  0.0%  0.8% Total  12.5%  11.9%  10.4%  10.1%  7.1%  6.2%  5.7%  4.7%  4.5%  3.0% GRI Equitable Impact | Social  SASB SDGs Description  Supplier RBA full audits - Top 10 nonconformances to RBA  code provisions   Governance  Global environmental management system ISO 14001; ISO 50001; ISO 14064-1; 2023 IBM Impact Report (page 44)  Social Energy consumption 2023 IBM Impact Report (page 46) Soon soos TC-S1-130a.1 7,8, 11, 12, 13  Environment Total operational energy consumption (MWh) 2,837,000 2,529,000 2,486,000 2,448,000 2,287,000""  .",['Social - Occupational Health & Safety']
"Due to the wide range of services and activities associated with IBM operations, IBM does not report an energy intensity metric for Appendix Energy intensity .",['Governance - Sustainable Finance']
302-3 our operations.,['No Label']
"Data center energy efficiency 2023 IBM Impact Report (page 48) TC-SI-130a.3 7, 8, 9,11, 12,13  Renewable electricity 2023 IBM Impact Report (page 46) TC-SI-130a.1 7, 8,11, 12,13  Renewable electricity procurement as percentage of total  electricity consumption (goal 75% by 2025, and 90% 42.9% 55.6% 62.7% 65.9% 70.6%  by 2030)*  Greenhouse gas emissions 2023 IBM Impact Report (page 50); IBM Greenhouse Gas Emissions Inventory 11,13  Total operational GHG emissions covered by our goal’*” 809,000 569,000 475,000 430,000 364,000  Operational GHG emissions reduction as % of 2010 base year 6 6 6 6 6 - (goal 65% by 2025)"" 30.0% 50.8% 58.9% 62.8% 68.5% 305-5  GHG emissions inventory (in metric tons of CO.-equivalent)”  Scope 1 (direct emissions) 98,000 73,000 78,000 78,000 71,000 305-1  Use of fossil fuels for operations 64,000 59,000 58,000 54,000 49,000  Use of fossil fuels for transportation 26,000 8,000 8,000 17,000 14,000  Use of chemicals with a global warming potential 8,000 6,000 12,000 7,000 8,000  Scope 2 (market-based) 460,000 262,000 221,000 183,000 150,000 305-2  Use of electricity in IBM-managed locations 434,000 240,000 198,000 170,000 139,000  Use of purchased energy commodities 26,000 22,000 23,000 13,000 11,000  Scope 2 (location-based) 546,000 413,000 356,000 330,000 306,000 305-2  Scope 3 (indirect emissions) 305-3  Purchased goods and services® 251,000 234,000 176,000 169,000 143,000  Use of sold products’ 287,000 291,000 272,000 264,000 297,000  Upstream leased assets” 40,000 13,000 13,000 18,000 13,000  Business travel” 393,000 85,000 37,000 125,000 117,000  Employee commuting” 119,000 42,000 15,000 10,000 15,000  Biogenic emissions** — — — — 700 305-3  Due to the wide range of services and activities associated with IBM operations, there is not a GHG emissions intensity metric that is  GHG emissions intensity applicable across all our operations.",['Governance - Board Diversity']
"However, an intensity metric for overall IBM operations can be derived from dividing our reported 305-4  Scopes 1, 2 and 3 emissions by IBM’s revenue.",['Governance - Board Diversity']
"IBM Energy and Climate  Air emissions IBM Pollution Prevention 305-6, 305-7 13  303-1, 303-2 Water management 2023 IBM Impact Report (page 52) 303-5 , TC-SI-130a.2 6,14,15  Percent annual reduction in water withdrawals at larger IBM  locations in water-stressed regions (goal year-to-year 2.0% 6.7% 4.3% 0.19% -3.4% 303-3  reduction)  IBM does not report total water discharges from all locations where we operate.",['Governance - Policy Influence']
Water discharges are managed at a location level and  Water discharge discharge information is reported to regulatory agencies where required.,['Governance - Policy Influence']
"303-4  IBM Water Conservation; IBM CDP Disclosures  IBM 2023  ESG Report 69  Introduction  Governance  Social  Environment  Appendix  IBM 2023  ESG Report Environmental Impact | Environment  Nonhazardous waste 2023 IBM Impact Report (pages 54-56) een 12  Total generated (metric tons x 1,000) 31.5 22.1 20.7 14.8 16.5 306-3  Percent by weight diverted from landfill or incineration 87.3% 83.3% 94.2% 93.8% 94.2% 306-4 (goal 90% by 2025) ° ° ° ° °  Percent by weight of diverted waste sent to waste-to-  energy processes (goal no more than 10%, established — — 9.7% 11.9% 10.0%  in 2021)  Hazardous waste IBM Pollution Prevention 306-1, 306-2 12  Product packaging and materials use 2023 IBM Impact Report (pages 52, 54-56) 301-3 12  .",['Governance - Business Ethics']
"301-1, 301-2, Product reuse and recycling 2023 IBM Impact Report (pages 54-56) 301-3 12  Total end-of-life products and product waste processed (mt x 50.8 16.9 18.0 124 124  1,000)  Percent by weight of total end-of-life products and product  waste sent by IBM’s product end-of-life operations to landfill 0.8% 0.5% 0.3% 0.4% 0.7%  or incineration for treatment (goal not to exceed a combined  3% by weight)  sone .",['No Label']
"oy: 304-1, 304-2, Biodiversity IBM Biodiversity; 2023 IBM Impact Report (pages 52-53) 304-3, 304-4 13,14,15  Supplier environmental assessment IBM Supply Chain; IBM Supply Chain Responsibility; IBM Global Environmental Management System; IBM Management System 308-1, 308-2 13,17  Requirements for Suppliers; 2023 IBM Impact Report (page 57)  4.7% of energy consumption has been estimated for IBM locations that use less than 500 MWh of energy per year and in cases where the utility invoices were not available at the time of reporting.",['Governance - Sustainable Finance']
"GHG emissions from previous years and base year have been adjusted to remove GHGs not covered by the Kyoto Protocol, which are not classified as Scope 1 emissions according to the Greenhouse Gas Protocol.",['Governance - Board Diversity']
Rounded to nearest thousand.,['No Label']
Purchased goods and services: These are the emissions associated with IBM's use of electricity in data centers located in facilities managed by third parties where IBM does not procure the electricity (also referred to as co-location data centers).,['Governance - Sustainable Finance']
Use of sold products: These are the emissions associated with the electricity consumption of our sold products when they are used by our clients.,['Governance - Transparency & Reporting']
"In estimating emissions from the use of our sold products, we only capture products sold during the reporting year  and account for 12 months of estimated consumption.",['Governance - Transparency & Reporting']
"We use product specifications such as nameplate power, quantity of products sold every year, and we make assumptions around typical client hardware utilization rates, and use industry average Power  Usage Effectiveness and global electricity GHG emission factors to estimate these emissions.",['Governance - Board Diversity']
We do not extrapolate this data to estimate emissions around a hypothetical lifetime of our products because that would require gross assumptions based on lifetime  and specific client applications.,['Governance - Transparency & Reporting']
"Upstream leased assets: In some countries, IBM provides leased vehicles for employees that they may use for personal purposes.",['No Label']
"For these vehicles, we have set standard guidelines that require leasing of vehicles with lower emissions profiles.",['No Label']
These guidelines  enable reductions in average car emission levels as the car fleets are renewed.,['Governance - Tax Strategy']
Business travel: These emissions are associated to business air travel on commercial carriers and car rentals.,['Governance - Tax Strategy']
Business travel is a necessary and important part of ensuring that IBM understands our clients' needs and delivers the best client experience possible.,['No Label']
We have worked with rental car companies to require that they offer more fuel-efficient vehicles to our employees while traveling for business.,['Governance - Sustainable Finance']
"IBMers can reduce the need for travel by taking advantage of strategic collaboration and meeting tools that allow them  to easily engage with clients and their colleagues to have productive meetings, without the need for travel.",['No Label']
Employee commuting: Our reported figure for employee commuting emissions only includes estimations made for our U.S.,['No Label']
employees since this is the population for which we can make credible assumptions around their commuting behavior and we have access  to reliable third-party data to estimate emissions.,['No Label']
IBM has been active for decades in promoting programs that reduce employees' work-related commutes and associated GHG emissions.,['Governance - Board Diversity']
"For example, many locations promote biking to work by having bicycle  lockers, racks and showers available on-site.",['Social - Occupational Health & Safety']
"At several larger locations, IBM sponsors shuttle services to transport employees to mass transit stations and also between IBM campuses and buildings.",['No Label']
"Also, many IBM locations are within reach of the public  transportation system, giving employees the choice to use more energy-efficient mass transit to commute to work.",['Governance - Sustainable Finance']
"Globally, many of our locations partner with local public transit authorities to develop ride-sharing programs and negotiate subsidized transit  passes for IBM employees.",['No Label']
"™ Biogenic emissions are CO, emissions associated with IBM’s use of biofuels.",['Governance - Board Diversity']
"In line with the Greenhouse Gas Protocol, these emissions are reported separately and not accounted for as Scope 1.",['Governance - Board Diversity']
"emissions because they are considered part of the natural  CO, cycle.",['Governance - Board Diversity']
"Governance  Social  Environment  Appendix  IBM 2023  ESG Report Awards and  Recognition Highlights  Black Enterprise | 2023 Best Companies for Diversity,  Equity & Inclusion  Comparably | 2023: Best CEOs, Best Company Culture,  Best Company for Women, Best Company for Diversity,  Best Company Compensation, Happiest Employees, Best  Company Work-Life Balance, Best CEOs for Women, Best  CEOs for Diversity, Best Career Growth, Best Leadership  Teams, Best Company Outlook, Best Global Culture Disability:IN | 2023 Best Place to Work for Disability  Inclusion  Ethisphere | 2023 World’s Most Ethical Companies  Forbes | 2023: World's Best Employers, Top 100 Net Zero  Leaders, Best Employers for Diversity, Best Employers for  Women, America's Best Employers for Veterans  IDC | 2023 Worldwide AI Governance Platforms Vendor  Assessment Leader  Institute of Directors, India | 2023 Golden Peacock  Global Award for Sustainability  JUST Capital | 2023 JUST 100 Newsweek | 2023: America's Greenest Companies,  America's Greatest Workplaces for Diversity, America's  Greatest Workplaces for Parents and Families, America's  Greatest Workplaces for LGBTQ+  SEAL Awards | 2023 SEAL Sustainable Product  Award - IBM z16  TIME | 2023 100 Most Influential Companies  USA Today | 2023 America's Climate Leaders  U.S.",['Social - Human Capital Management']
