esg_text,NER_Results
- 3  * Network for Greening the Financial System (NGFS)  scenarios include Below 2°C; Net Zero by 2050; Delayed  Transition; Divergent Net Zero; Nationally Determined  Contributions; and Current Policies.,"{'numbers': [], 'metrics': [], 'dates': ['2050']}"
"FY 2023 ESG Report 27  that within our operations, only our owned  site in Santa Clara, California (U.S.), is likely  to suffer increasing impacts of both drought  and flooding, potentially causing a risk of  local power outages.","{'numbers': ['27'], 'metrics': [], 'dates': ['2023']}"
"Energy Information Administration  (EIA), 11% of California’s electrical grid  mix is attributed to hydropower, meaning  that in Santa Clara, water stress induced  by prolonged drought could potentially  impact our electricity supply.","{'numbers': [], 'metrics': ['11%'], 'dates': []}"
"In 2021, for  example, a prolonged drought in Taiwan  caused cuts to the water supply for a major  chip-making hub.","{'numbers': [], 'metrics': [], 'dates': ['2021']}"
"Due to the long-time horizons (2030 and  2050) analyzed for our climate scenario  analysis, the identified potential risks  are not financial forecasts but broad  conceptualizations of possible business  and financial impact pathways.","{'numbers': [], 'metrics': [], 'dates': ['2030', '2050']}"
FY 2023 ESG Report Environment Social Governance Appendix Back to Table of Contents  continue to update our risk assessment and  engage and inform key internal and external  stakeholders.,"{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"See our Task Force on  Climate-related Financial  Disclosures (TCFD)  Index for further detail  on our climate-related  governance, strategy,  risk management and  metrics Reducing Our Operational  Carbon Footprint  We are working to strengthen our business  by decarbonizing our operations within  our four walls, primarily our offices and  R&D hubs.","{'numbers': ['four'], 'metrics': [], 'dates': []}"
"Compared to our company-  wide footprint, our direct operations  contribute only a small proportion of our  total greenhouse gas (GHG) emissions,  which is less than 1%.","{'numbers': [], 'metrics': ['less than 1%'], 'dates': []}"
"In FY22, we joined  the Business Ambition for 1.5°C call to  action and committed to set a science-  based emission reduction target aligned  with the Science-Based Target initiative’s  (SBTi) guidance and criteria.","{'numbers': ['1.5'], 'metrics': [], 'dates': []}"
"Georgia, are powered by 100% renewable  energy.","{'numbers': [], 'metrics': ['100%'], 'dates': []}"
"We engage  our direct suppliers to better understand  where they are on their sustainability  journey, and we encourage them to disclose  their annual GHG emissions and consider  setting their own carbon reduction targets  to help Marvell reduce our own emissions  and create cascading impacts to enable  our customers to reduce their upstream  emissions.","{'numbers': [], 'metrics': [], 'dates': ['annual']}"
FY 2023 ESG Report Governance Appendix Back to Table of Contents  See the Supply Chain  Engagement section  for more details on RBA  Case study: Marvell and AWS’ Collaboration on  Cloud-First Silicon Design to Reduce Energy Use  We are a Strategic supplier of cloud-optimized semiconductors  to Amazon Web Services (AWS).,"{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"AWS offers a cloud-first approach, aiming  to power its operations with 100% renewable energy by 2025.","{'numbers': ['first'], 'metrics': ['100%'], 'dates': ['2025']}"
"According to research commissioned by  Amazon, AWS can lower customers’ workload carbon footprints  by nearly 80%, and up to 96%, once AWS is powered with 100%  renewable energy.","{'numbers': [], 'metrics': ['nearly 80%', 'up to 96%', '100%'], 'dates': []}"
"annual Supplier Day, bringing our most Total FY23 GHG Emissions Compared to FY22 (mt CO.e)  strategic suppliers together to discuss  our shared business strategy and outlook, 23.686  improve management processes and 4,645 23,176 , 23,842,135  bolster our existing partnerships.","{'numbers': ['23.686', '4,645 23,176', '23,842,135'], 'metrics': [], 'dates': ['Supplier Day']}"
"Climate 4,320 22,062,502  change was one of the topics raised at the  latest Supplier Day event.","{'numbers': ['22,062,502'], 'metrics': [], 'dates': []}"
"In FY23, we became  a member of the Semiconductor Climate  Consortium, the first global, industry-  wide collaborative focused on reducing FY23 % by Scope  GHG emissions across the semiconductor  value chain.","{'numbers': ['first'], 'metrics': [], 'dates': []}"
"The consortium’s member Scope 1 Scope 2 Scope 3  companies aim to work together to 0.02% 0.11% 99.87%  accelerate climate solutions to the most  pressing decarbonization challenges, align  on common GHG accounting approaches, eee  improve the accuracy of Scope 1, 2 and 3  GHG emissions, and collaborate to find  ways to reduce GHG emissions together.","{'numbers': ['3', '2', '3'], 'metrics': ['0.02%', '0.11%', '99.87%'], 'dates': []}"
"FY23 Scope 3 GHG Emissions Categories  Hi Use of Sold Products: 96.85%  H@ Purchased Goods & Services: 2.78%  \ | Other Categories  Capital Goods: 0.13%  Downstream Transportation & Distribution: 0.06%  Employee Commuting: 0.05%  Fuel & Energy Related Activities: 0.04%  Upstream Transportation & Distribution: 0.01%  Business Travel: 0.03%  Processing of Sold Products: 0.003%  Learn more about the Waste Generated in Operations: 0.001%  Semiconductor Climate Upstream Leased Assets: 0.001%  Consortium End-of-Life Treatment: 0.0004%  Marvell Technology, Inc.","{'numbers': [], 'metrics': ['96.85%', '2.78%', '0.13%', '0.06%', '0.05%', '0.04%', '0.01%', '0.03%', '0.003%', '0.001%', '0.001%', '0.0004%'], 'dates': []}"
"FY 2023 ESG Report 30  We believe that by designing our products  to have a smaller environmental footprint,  we can have a significant sustainability  impact.","{'numbers': ['30'], 'metrics': [], 'dates': ['2023']}"
"Goals  Integrate ESG across our innovation  processes (Annual)  Complete  Participate in multiple external  collaborations focused on technology  addressing environmental and societal  challenges (FY25)  In progress [Ld  Reduce power consumption of products  with each generation for set capabilities  (Annual)  Complete  Conduct a Life Cycle Assessment (LCA)  in three key product lines (FY25)  In progress [Ld  Marvell Technology, Inc.","{'numbers': ['three'], 'metrics': [], 'dates': ['Annual', 'Annual']}"
"FY 2023 ESG Report Advancing  Power Performance  As a society, we are creating and  transmitting increasing amounts of data,  which ultimately puts higher pressure  on power demand.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"As telecommunications networks  migrate from 4G to 5G, hardware power  consumption is expected to increase  rapidly.","{'numbers': ['5'], 'metrics': ['4G'], 'dates': []}"
"For example, our recently announced  3-nanometer (nm) silicon interconnects  enable data transfer rates by up to 45% to  lower power dissipation and picojoules per  bit in the most advanced semiconductors.","{'numbers': [], 'metrics': ['3-nanometer', 'up to 45%'], 'dates': []}"
"FY 2023 ESG Report With the launch of the OCTEON 10  data-processing unit (DPU) family, we have  enabled a threefold increase in compute  performance and a 50% reduction in power  over previous generations.","{'numbers': ['10'], 'metrics': ['50%'], 'dates': ['2023']}"
"When we launched our BraveraTM SC5 solid state  drive (SSD) Controller, several of its attributes,  such as virtualization, improved power-  performance efficiency by 40% compared to  previous generations of Marvell SSD controllers.","{'numbers': [], 'metrics': ['40%'], 'dates': []}"
"Nova, the industry’s first 1.6T PAM4 digital signal  processor (DSP) for optical modules, doubles  cloud bandwidth for applications like Generative  Al while reducing power and cost per bit by 30%.","{'numbers': ['first'], 'metrics': ['30%'], 'dates': []}"
"Nova reduces the number of lasers and optical  components by 50%, thereby increasing the  reliability of connectivity in cloud Al platforms  twofold.","{'numbers': [], 'metrics': ['50%'], 'dates': []}"
"Our LiquidSecurity 2® hardware security module  adapter enables encryption, key management,  and authentication in the cloud.","{'numbers': ['2'], 'metrics': [], 'dates': []}"
It can conduct  an efficient 850 transactions per second per  watt and is 2.5 times more power efficient than  competitors in the market.,"{'numbers': ['850', '2.5'], 'metrics': [], 'dates': []}"
Its first priority  was to mobilize the implementation of R&D  solutions targeting product power across  the company.,"{'numbers': ['first'], 'metrics': [], 'dates': []}"
"One of our top five finalists allows  for a significant focus on power savings, and  we are now exploring how to promote it  across the business for incorporation  into product designs.","{'numbers': ['One', 'five'], 'metrics': [], 'dates': []}"
"FY 2023 ESG Report 33  The semiconductor industry uses a number  of materials for their electrical properties,  including mercury, lead, cadmium and  hexavalent chromium.","{'numbers': ['33'], 'metrics': [], 'dates': ['2023']}"
We also set a goal to conduct life cycle  assessments (LCA) of three key product  lines.,"{'numbers': ['three'], 'metrics': [], 'dates': []}"
"In FY24, we plan to conduct an LCA on one  of our key product families to gain deeper  insight into the environmental impact of  our products.","{'numbers': ['one'], 'metrics': [], 'dates': []}"
"FY 2023 ESG Report Social  Percentage of Marvell Products  by Revenue That Contain IEC Governance Back to Table of Contents  Our products  comply witha  wide range of  regulations,  including:  - Pollution Caused by  Electronic Information  Products (China RoHS)  - European Union (EU)  Persistent Organic  Pollutants (POPs)  - EU Registration,  Evaluation,  Authorisation  and Restriction of  Chemicals (REACH)  - EU Directive on  the Restriction of  Hazardous Substances  in Electrical and  Electronic Equipment  (ROHS)  - EU Substances of  Concern In articles  as such or in complex  objects (Products)  62474 Declarable Substances (SCIP)  33%  FY19 FY20 - State of California  Proposition 65  - U.S.","{'numbers': ['62474'], 'metrics': ['33%'], 'dates': ['2023']}"
Toxic Substances  Control Act (TSCA)  - International  Electrochemical  Commission (IEC)  standard 61249-2-21  FY23   Water use and waste generation are  critical issues in the semiconductor industry.,"{'numbers': [], 'metrics': [], 'dates': ['61249-2-21']}"
"Goals  Develop and implement water action  plans at sites where we have control  of water management (FY24)  In progress  Achieve zero waste at sites where we  have control of waste management  (FY 26)  In progress  Follow best practices, in alignment  with WELL, Fitwel and/or LEED  building standards at all new office  constructions or renovations (Annual)  Near complete ||  Marvell Technology, Inc.","{'numbers': ['zero', '26'], 'metrics': [], 'dates': ['Annual']}"
